Category,Layer,Index1,Index2,Value
actor_W1,Layer1,11,7,0.076612
actor_W1,Layer1,11,8,-0.0988409
actor_W1,Layer1,11,9,-0.215072
actor_W1,Layer1,11,10,-0.146898
actor_W1,Layer1,11,11,-0.150392
actor_W1,Layer1,11,12,0.182332
actor_W1,Layer1,11,13,-0.0905349
actor_W1,Layer1,11,14,0.194966
actor_W1,Layer1,11,15,0.0584467
actor_W1,Layer1,11,16,-0.137451
actor_W1,Layer1,11,17,-0.130795
actor_W1,Layer1,11,18,-0.209735
actor_W1,Layer1,11,19,0.023206
actor_W1,Layer1,11,20,-0.052962
actor_W1,Layer1,11,21,0.104873
actor_W1,Layer1,11,22,-0.208167
actor_W1,Layer1,11,23,0.0922992
actor_W1,Layer1,11,24,0.182293
actor_W1,Layer1,11,25,-0.201331
actor_W1,Layer1,11,26,-0.271781
actor_W1,Layer1,11,27,-0.00298629
actor_W1,Layer1,11,28,-0.199222
actor_W1,Layer1,11,29,0.0995655
actor_W1,Layer1,11,30,-0.0519042
actor_W1,Layer1,11,31,0.00224523
actor_W1,Layer1,11,32,0.107968
actor_W1,Layer1,11,33,0.109077
actor_W1,Layer1,11,34,0.234138
actor_W1,Layer1,11,35,0.134441
actor_W1,Layer1,12,0,-0.240414
actor_W1,Layer1,12,1,-0.10023
actor_W1,Layer1,12,2,-0.207622
actor_W1,Layer1,12,3,0.0540434
actor_W1,Layer1,12,4,-0.00596044
actor_W1,Layer1,12,5,-0.0359879
actor_W1,Layer1,12,6,0.153531
actor_W1,Layer1,12,7,-0.00534736
actor_W1,Layer1,12,8,0.235386
actor_W1,Layer1,12,9,0.141632
actor_W1,Layer1,12,10,-0.0461308
actor_W1,Layer1,12,11,0.10336
actor_W1,Layer1,12,12,-0.0501737
actor_W1,Layer1,12,13,0.0474954
actor_W1,Layer1,12,14,0.0302079
actor_W1,Layer1,12,15,0.0575187
actor_W1,Layer1,12,16,-0.0776345
actor_W1,Layer1,12,17,-0.211454
actor_W1,Layer1,12,18,-0.0868635
actor_W1,Layer1,12,19,-0.19452
actor_W1,Layer1,12,20,-0.190957
actor_W1,Layer1,12,21,-0.178292
actor_W1,Layer1,12,22,0.212097
actor_W1,Layer1,12,23,-0.214718
actor_W1,Layer1,12,24,0.07346
actor_W1,Layer1,12,25,0.0431698
actor_W1,Layer1,12,26,-0.224623
actor_W1,Layer1,12,27,-0.103398
actor_W1,Layer1,12,28,-0.0769101
actor_W1,Layer1,12,29,0.197279
actor_W1,Layer1,12,30,0.0598583
actor_W1,Layer1,12,31,0.193042
actor_W1,Layer1,12,32,-0.0642171
actor_W1,Layer1,12,33,-0.151104
actor_W1,Layer1,12,34,-0.234092
actor_W1,Layer1,12,35,0.0236242
actor_W1,Layer1,13,0,0.159951
actor_W1,Layer1,13,1,0.0568149
actor_W1,Layer1,13,2,-0.143658
actor_W1,Layer1,13,3,-0.0109995
actor_W1,Layer1,13,4,-0.155144
actor_W1,Layer1,13,5,0.120032
actor_W1,Layer1,13,6,0.127547
actor_W1,Layer1,13,7,-0.271939
actor_W1,Layer1,13,8,-0.165116
actor_W1,Layer1,13,9,-0.260524
actor_W1,Layer1,13,10,0.164987
actor_W1,Layer1,13,11,-0.123679
actor_W1,Layer1,13,12,0.184112
actor_W1,Layer1,13,13,-0.274178
actor_W1,Layer1,13,14,-0.12348
actor_W1,Layer1,13,15,-0.268892
actor_W1,Layer1,13,16,-0.236181
actor_W1,Layer1,13,17,-0.204734
actor_W1,Layer1,13,18,-0.24256
actor_W1,Layer1,13,19,-0.249854
actor_W1,Layer1,13,20,0.00911503
actor_W1,Layer1,13,21,-0.01276
actor_W1,Layer1,13,22,0.0794304
actor_W1,Layer1,13,23,0.157841
actor_W1,Layer1,13,24,0.0132758
actor_W1,Layer1,13,25,-0.168887
actor_W1,Layer1,13,26,0.00661379
actor_W1,Layer1,13,27,-0.0700878
actor_W1,Layer1,13,28,-0.00510231
actor_W1,Layer1,13,29,0.0587976
actor_W1,Layer1,13,30,-0.230802
actor_W1,Layer1,13,31,0.193403
actor_W1,Layer1,13,32,0.0116106
actor_W1,Layer1,13,33,0.0118794
actor_W1,Layer1,13,34,-0.249483
actor_W1,Layer1,13,35,0.247458
actor_W1,Layer1,14,0,0.00259254
actor_W1,Layer1,14,1,-0.0253922
actor_W1,Layer1,14,2,0.126413
actor_W1,Layer1,14,3,-0.259451
actor_W1,Layer1,14,4,-0.000234159
actor_W1,Layer1,14,5,0.116971
actor_W1,Layer1,14,6,-0.0521683
actor_W1,Layer1,14,7,0.165361
actor_W1,Layer1,14,8,0.154448
actor_W1,Layer1,14,9,0.205797
actor_W1,Layer1,14,10,0.208896
actor_W1,Layer1,14,11,0.123006
actor_W1,Layer1,14,12,0.113781
actor_W1,Layer1,14,13,-0.104553
actor_W1,Layer1,14,14,-0.041151
actor_W1,Layer1,14,15,-0.0109633
actor_W1,Layer1,14,16,0.0930943
actor_W1,Layer1,14,17,0.0259957
actor_W1,Layer1,14,18,-0.264108
actor_W1,Layer1,14,19,0.135981
actor_W1,Layer1,14,20,0.110447
actor_W1,Layer1,14,21,0.0465029
actor_W1,Layer1,14,22,0.0317967
actor_W1,Layer1,14,23,0.218096
actor_W1,Layer1,14,24,0.21081
actor_W1,Layer1,14,25,0.181539
actor_W1,Layer1,14,26,-0.109752
actor_W1,Layer1,14,27,-0.0988386
actor_W1,Layer1,14,28,-0.205784
actor_W1,Layer1,14,29,-0.0292482
actor_W1,Layer1,14,30,0.102609
actor_W1,Layer1,14,31,0.00970312
actor_W1,Layer1,14,32,0.203412
actor_W1,Layer1,14,33,0.0189743
actor_W1,Layer1,14,34,0.0395106
actor_W1,Layer1,14,35,-0.245172
actor_W1,Layer1,15,0,-0.0394809
actor_W1,Layer1,15,1,0.205601
actor_W1,Layer1,15,2,0.0510992
actor_W1,Layer1,15,3,-0.176996
actor_W1,Layer1,15,4,-0.0742466
actor_W1,Layer1,15,5,-0.1003
actor_W1,Layer1,15,6,-0.0316981
actor_W1,Layer1,15,7,0.123929
actor_W1,Layer1,15,8,-0.203615
actor_W1,Layer1,15,9,0.144824
actor_W1,Layer1,15,10,0.153841
actor_W1,Layer1,15,11,-0.0677842
actor_W1,Layer1,15,12,-0.149264
actor_W1,Layer1,15,13,0.239955
actor_W1,Layer1,15,14,0.203071
actor_W1,Layer1,15,15,-0.229035
actor_W1,Layer1,15,16,0.0212788
actor_W1,Layer1,15,17,0.21677
actor_W1,Layer1,15,18,-0.0630046
actor_W1,Layer1,15,19,0.181488
actor_W1,Layer1,15,20,-0.22111
actor_W1,Layer1,15,21,0.144146
actor_W1,Layer1,15,22,0.0327797
actor_W1,Layer1,15,23,0.215755
actor_W1,Layer1,15,24,-0.102919
actor_W1,Layer1,15,25,-0.234158
actor_W1,Layer1,15,26,0.0560633
actor_W1,Layer1,15,27,-0.106698
actor_W1,Layer1,15,28,0.187419
actor_W1,Layer1,15,29,-0.160342
actor_W1,Layer1,15,30,0.229539
actor_W1,Layer1,15,31,-0.0146106
actor_W1,Layer1,15,32,-0.0688706
actor_W1,Layer1,15,33,0.127328
actor_W1,Layer1,15,34,-0.075298
actor_W1,Layer1,15,35,0.179231
actor_W1,Layer1,16,0,0.0199195
actor_W1,Layer1,16,1,-0.195867
actor_W1,Layer1,16,2,-0.204199
actor_W1,Layer1,16,3,0.0198023
actor_W1,Layer1,16,4,-0.221868
actor_W1,Layer1,16,5,-0.262424
actor_W1,Layer1,16,6,-0.1785
actor_W1,Layer1,16,7,-0.179645
actor_W1,Layer1,16,8,-0.131543
actor_W1,Layer1,16,9,0.00578433
actor_W1,Layer1,16,10,-0.186391
actor_W1,Layer1,16,11,0.218456
actor_W1,Layer1,16,12,-0.0998
actor_W1,Layer1,16,13,-0.148392
actor_W1,Layer1,16,14,0.0557994
actor_W1,Layer1,16,15,0.0271262
actor_W1,Layer1,16,16,0.159921
actor_W1,Layer1,16,17,0.0117506
actor_W1,Layer1,16,18,-0.0428155
actor_W1,Layer1,16,19,-0.0813316
actor_W1,Layer1,16,20,-0.128013
actor_W1,Layer1,16,21,0.108818
actor_W1,Layer1,16,22,-0.0597129
actor_W1,Layer1,16,23,-0.0782846
actor_W1,Layer1,16,24,-0.0138117
actor_W1,Layer1,16,25,-0.0203373
actor_W1,Layer1,16,26,-0.171237
actor_W1,Layer1,16,27,-0.0758053
actor_W1,Layer1,16,28,-0.0607398
actor_W1,Layer1,16,29,-0.0847086
actor_W1,Layer1,16,30,-0.0504163
actor_W1,Layer1,16,31,0.112743
actor_W1,Layer1,16,32,0.168164
actor_W1,Layer1,16,33,0.193511
actor_W1,Layer1,16,34,-0.325457
actor_W1,Layer1,16,35,-0.258325
actor_W1,Layer1,17,0,-0.0398423
actor_W1,Layer1,17,1,-0.100677
actor_W1,Layer1,17,2,0.0883204
actor_W1,Layer1,17,3,-0.168208
actor_W1,Layer1,17,4,-0.085705
actor_W1,Layer1,17,5,-0.23661
actor_W1,Layer1,17,6,-0.229183
actor_W1,Layer1,17,7,0.143343
actor_W1,Layer1,17,8,0.182696
actor_W1,Layer1,17,9,0.0201875
actor_W1,Layer1,17,10,0.121959
actor_W1,Layer1,17,11,-0.165329
actor_W1,Layer1,17,12,-0.28115
actor_W1,Layer1,17,13,0.188561
actor_W1,Layer1,17,14,-0.00811687
actor_W1,Layer1,17,15,-0.275236
actor_W1,Layer1,17,16,-0.152828
actor_W1,Layer1,17,17,0.00843815
actor_W1,Layer1,17,18,-0.170266
actor_W1,Layer1,17,19,-0.251391
actor_W1,Layer1,17,20,-0.116875
actor_W1,Layer1,17,21,-0.137804
actor_W1,Layer1,17,22,0.0819982
actor_W1,Layer1,17,23,-0.289882
actor_W1,Layer1,17,24,0.174939
actor_W1,Layer1,17,25,-0.0141099
actor_W1,Layer1,17,26,-0.0197482
actor_W1,Layer1,17,27,0.1584
actor_W1,Layer1,17,28,0.00638796
actor_W1,Layer1,17,29,0.122389
actor_W1,Layer1,17,30,0.0387014
actor_W1,Layer1,17,31,-0.119858
actor_W1,Layer1,17,32,0.0751308
actor_W1,Layer1,17,33,0.0519385
actor_W1,Layer1,17,34,-0.275217
actor_W1,Layer1,17,35,0.238383
actor_W1,Layer1,18,0,-0.0717754
actor_W1,Layer1,18,1,-0.183527
actor_W1,Layer1,18,2,-0.139794
actor_W1,Layer1,18,3,-0.21553
actor_W1,Layer1,18,4,-0.157551
actor_W1,Layer1,18,5,0.0905598
actor_W1,Layer1,18,6,-0.171477
actor_W1,Layer1,18,7,-0.219327
actor_W1,Layer1,18,8,-0.1357
actor_W1,Layer1,18,9,0.240775
actor_W1,Layer1,18,10,-0.12799
actor_W1,Layer1,18,11,0.181683
actor_W1,Layer1,18,12,-0.0987009
actor_W1,Layer1,18,13,0.159333
actor_W1,Layer1,18,14,0.0121572
actor_W1,Layer1,18,15,-0.101941
actor_W1,Layer1,18,16,0.177396
actor_W1,Layer1,18,17,-0.030989
actor_W1,Layer1,18,18,-0.137566
actor_W1,Layer1,18,19,0.0144314
actor_W1,Layer1,18,20,0.217582
actor_W1,Layer1,18,21,-0.0693115
actor_W1,Layer1,18,22,0.213178
actor_W1,Layer1,18,23,-0.0295186
actor_W1,Layer1,18,24,0.16936
actor_W1,Layer1,18,25,0.0903026
actor_W1,Layer1,18,26,-0.220513
actor_W1,Layer1,18,27,-0.0612229
actor_W1,Layer1,18,28,0.0589629
actor_W1,Layer1,18,29,-0.0162615
actor_W1,Layer1,18,30,0.0981953
actor_W1,Layer1,18,31,0.132461
actor_W1,Layer1,18,32,-0.134779
actor_W1,Layer1,18,33,-0.00226081
actor_W1,Layer1,18,34,-0.170657
actor_W1,Layer1,18,35,-0.130891
actor_W1,Layer1,19,0,-0.141319
actor_W1,Layer1,19,1,-0.177232
actor_W1,Layer1,19,2,-0.252522
actor_W1,Layer1,19,3,0.152842
actor_W1,Layer1,19,4,0.189177
actor_W1,Layer1,19,5,0.178533
actor_W1,Layer1,19,6,-0.200156
actor_W1,Layer1,19,7,0.166045
actor_W1,Layer1,19,8,-0.00303381
actor_W1,Layer1,19,9,0.019843
actor_W1,Layer1,19,10,-0.265146
actor_W1,Layer1,19,11,0.156335
actor_W1,Layer1,19,12,-0.151483
actor_W1,Layer1,19,13,-0.0995318
actor_W1,Layer1,19,14,0.151867
actor_W1,Layer1,19,15,-0.108571
actor_W1,Layer1,19,16,-0.0540272
actor_W1,Layer1,19,17,0.215638
actor_W1,Layer1,19,18,-0.0547531
actor_W1,Layer1,19,19,-0.187941
actor_W1,Layer1,19,20,0.12891
actor_W1,Layer1,19,21,0.188094
actor_W1,Layer1,19,22,-0.0772008
actor_W1,Layer1,19,23,-0.00572295
actor_W1,Layer1,19,24,-0.210221
actor_W1,Layer1,19,25,0.141601
actor_W1,Layer1,19,26,0.13372
actor_W1,Layer1,19,27,0.152776
actor_W1,Layer1,19,28,-0.189716
actor_W1,Layer1,19,29,0.131161
actor_W1,Layer1,19,30,0.102603
actor_W1,Layer1,19,31,0.0129451
actor_W1,Layer1,19,32,0.0586447
actor_W1,Layer1,19,33,0.152417
actor_W1,Layer1,19,34,0.192804
actor_W1,Layer1,19,35,-0.330343
actor_W1,Layer1,20,0,-0.0506034
actor_W1,Layer1,20,1,0.217304
actor_W1,Layer1,20,2,-0.0714229
actor_W1,Layer1,20,3,-0.123079
actor_W1,Layer1,20,4,-0.194928
actor_W1,Layer1,20,5,0.281102
actor_W1,Layer1,20,6,0.00603427
actor_W1,Layer1,20,7,0.0895167
actor_W1,Layer1,20,8,-0.00128084
actor_W1,Layer1,20,9,0.197789
actor_W1,Layer1,20,10,-0.0460878
actor_W1,Layer1,20,11,0.274299
actor_W1,Layer1,20,12,-0.119613
actor_W1,Layer1,20,13,0.170581
actor_W1,Layer1,20,14,0.173583
actor_W1,Layer1,20,15,0.171855
actor_W1,Layer1,20,16,0.281965
actor_W1,Layer1,20,17,0.0963264
actor_W1,Layer1,20,18,-0.189939
actor_W1,Layer1,20,19,-0.0417751
actor_W1,Layer1,20,20,-0.020376
actor_W1,Layer1,20,21,0.0842921
actor_W1,Layer1,20,22,-0.152929
actor_W1,Layer1,20,23,0.241265
actor_W1,Layer1,20,24,-0.0628848
actor_W1,Layer1,20,25,0.0189501
actor_W1,Layer1,20,26,0.181621
actor_W1,Layer1,20,27,-0.156449
actor_W1,Layer1,20,28,0.153409
actor_W1,Layer1,20,29,0.143638
actor_W1,Layer1,20,30,-0.0102245
actor_W1,Layer1,20,31,-0.152484
actor_W1,Layer1,20,32,0.156242
actor_W1,Layer1,20,33,-0.243772
actor_W1,Layer1,20,34,0.172994
actor_W1,Layer1,20,35,0.00492422
actor_W1,Layer1,21,0,-0.113825
actor_W1,Layer1,21,1,-0.148243
actor_W1,Layer1,21,2,0.124471
actor_W1,Layer1,21,3,0.199896
actor_W1,Layer1,21,4,-0.0661348
actor_W1,Layer1,21,5,0.187401
actor_W1,Layer1,21,6,-0.160089
actor_W1,Layer1,21,7,0.217406
actor_W1,Layer1,21,8,-0.12549
actor_W1,Layer1,21,9,-0.136239
actor_W1,Layer1,21,10,-0.0738066
actor_W1,Layer1,21,11,0.0326523
actor_W1,Layer1,21,12,-0.0317347
actor_W1,Layer1,21,13,0.219021
actor_W1,Layer1,21,14,-0.0259819
actor_W1,Layer1,21,15,-0.149437
actor_W1,Layer1,21,16,-0.0202217
actor_W1,Layer1,21,17,0.194228
actor_W1,Layer1,21,18,0.00411631
actor_W1,Layer1,21,19,0.00809515
actor_W1,Layer1,21,20,-0.212174
actor_W1,Layer1,21,21,0.213777
actor_W1,Layer1,21,22,0.16229
actor_W1,Layer1,21,23,-0.0505943
actor_W1,Layer1,21,24,-0.250511
actor_W1,Layer1,21,25,-0.0431531
actor_W1,Layer1,21,26,-0.0655805
actor_W1,Layer1,21,27,-0.183873
actor_W1,Layer1,21,28,0.177046
actor_W1,Layer1,21,29,-0.202216
actor_W1,Layer1,21,30,-0.115022
actor_W1,Layer1,21,31,-0.103044
actor_W1,Layer1,21,32,-0.050681
actor_W1,Layer1,21,33,0.125368
actor_W1,Layer1,21,34,0.226625
actor_W1,Layer1,21,35,0.0648413
actor_W1,Layer1,22,0,0.164874
actor_W1,Layer1,22,1,-0.243616
actor_W1,Layer1,22,2,-0.206845
actor_W1,Layer1,22,3,-0.188695
actor_W1,Layer1,22,4,0.0155017
actor_W1,Layer1,22,5,0.0367877
actor_W1,Layer1,22,6,-0.0174151
actor_W1,Layer1,22,7,-0.126409
actor_W1,Layer1,22,8,0.0145942
actor_W1,Layer1,22,9,-0.0885411
actor_W1,Layer1,22,10,0.128744
actor_W1,Layer1,22,11,0.125615
actor_W1,Layer1,22,12,-0.185329
actor_W1,Layer1,22,13,-0.193935
actor_W1,Layer1,22,14,-0.140124
actor_W1,Layer1,22,15,-0.251769
actor_W1,Layer1,22,16,-0.1159
actor_W1,Layer1,22,17,-0.259338
actor_W1,Layer1,22,18,0.0398642
actor_W1,Layer1,22,19,0.214801
actor_W1,Layer1,22,20,-0.0102734
actor_W1,Layer1,22,21,0.181402
actor_W1,Layer1,22,22,-0.21433
actor_W1,Layer1,22,23,-0.00137056
actor_W1,Layer1,22,24,-0.0674592
actor_W1,Layer1,22,25,-0.237734
actor_W1,Layer1,22,26,-0.0698635
actor_W1,Layer1,22,27,0.133863
actor_W1,Layer1,22,28,-0.0133041
actor_W1,Layer1,22,29,0.0895998
actor_W1,Layer1,22,30,-0.246555
actor_W1,Layer1,22,31,0.168965
actor_W1,Layer1,22,32,-0.10147
actor_W1,Layer1,22,33,-0.122343
actor_W1,Layer1,22,34,-0.0480817
actor_W1,Layer1,22,35,-0.191914
actor_W1,Layer1,23,0,-0.0605206
actor_W1,Layer1,23,1,0.0627937
actor_W1,Layer1,23,2,-0.052094
actor_W1,Layer1,23,3,0.150139
actor_W1,Layer1,23,4,-0.0657054
actor_W1,Layer1,23,5,0.13451
actor_W1,Layer1,23,6,-0.00910113
actor_W1,Layer1,23,7,-0.0583215
actor_W1,Layer1,23,8,-0.0139749
actor_W1,Layer1,23,9,-0.151568
actor_W1,Layer1,23,10,-0.0536299
actor_W1,Layer1,23,11,-0.0518782
actor_W1,Layer1,23,12,0.177918
actor_W1,Layer1,23,13,0.0940605
actor_W1,Layer1,23,14,0.0667347
actor_W1,Layer1,23,15,-0.00996259
actor_W1,Layer1,23,16,-0.107405
actor_W1,Layer1,23,17,0.0024017
actor_W1,Layer1,23,18,-0.241101
actor_W1,Layer1,23,19,0.0415702
actor_W1,Layer1,23,20,-0.183532
actor_W1,Layer1,23,21,-0.0253231
actor_W1,Layer1,23,22,0.213141
actor_W1,Layer1,23,23,-0.102415
actor_W1,Layer1,23,24,-0.0167925
actor_W1,Layer1,23,25,0.0264385
actor_W1,Layer1,23,26,-0.0489294
actor_W1,Layer1,23,27,0.161411
actor_W1,Layer1,23,28,0.0999751
actor_W1,Layer1,23,29,0.184804
actor_W1,Layer1,23,30,-0.0947864
actor_W1,Layer1,23,31,0.00119721
actor_W1,Layer1,23,32,-0.227875
actor_W1,Layer1,23,33,-0.181624
actor_W1,Layer1,23,34,-0.159535
actor_W1,Layer1,23,35,0.0814752
actor_W1,Layer1,24,0,-0.0871436
actor_W1,Layer1,24,1,-0.118129
actor_W1,Layer1,24,2,-0.211595
actor_W1,Layer1,24,3,0.120342
actor_W1,Layer1,24,4,0.0861914
actor_W1,Layer1,24,5,-0.00185939
actor_W1,Layer1,24,6,-0.246991
actor_W1,Layer1,24,7,0.0540517
actor_W1,Layer1,24,8,0.103351
actor_W1,Layer1,24,9,0.193324
actor_W1,Layer1,24,10,0.226297
actor_W1,Layer1,24,11,-0.0457449
actor_W1,Layer1,24,12,0.11575
actor_W1,Layer1,24,13,-0.128287
actor_W1,Layer1,24,14,0.132552
actor_W1,Layer1,24,15,0.22062
actor_W1,Layer1,24,16,0.173923
actor_W1,Layer1,24,17,0.132436
actor_W1,Layer1,24,18,-0.165625
actor_W1,Layer1,24,19,-0.134833
actor_W1,Layer1,24,20,-0.00832218
actor_W1,Layer1,24,21,0.151364
actor_W1,Layer1,24,22,0.168059
actor_W1,Layer1,24,23,-0.166441
actor_W1,Layer1,24,24,0.0248078
actor_W1,Layer1,24,25,-0.00574657
actor_W1,Layer1,24,26,0.081993
actor_W1,Layer1,24,27,-0.136653
actor_W1,Layer1,24,28,-0.0337418
actor_W1,Layer1,24,29,-0.0345857
actor_W1,Layer1,24,30,0.186225
actor_W1,Layer1,24,31,0.146903
actor_W1,Layer1,24,32,-0.241092
actor_W1,Layer1,24,33,0.189326
actor_W1,Layer1,24,34,0.132129
actor_W1,Layer1,24,35,-0.0508501
actor_W1,Layer1,25,0,0.137618
actor_W1,Layer1,25,1,0.21577
actor_W1,Layer1,25,2,0.121139
actor_W1,Layer1,25,3,0.232448
actor_W1,Layer1,25,4,0.227593
actor_W1,Layer1,25,5,0.222417
actor_W1,Layer1,25,6,0.221853
actor_W1,Layer1,25,7,-0.186304
actor_W1,Layer1,25,8,-0.0911891
actor_W1,Layer1,25,9,-0.166927
actor_W1,Layer1,25,10,-0.0231172
actor_W1,Layer1,25,11,-0.0427211
actor_W1,Layer1,25,12,0.184937
actor_W1,Layer1,25,13,0.0809051
actor_W1,Layer1,25,14,0.0613688
actor_W1,Layer1,25,15,0.00805583
actor_W1,Layer1,25,16,0.0795147
actor_W1,Layer1,25,17,-0.0167599
actor_W1,Layer1,25,18,0.160156
actor_W1,Layer1,25,19,-0.148936
actor_W1,Layer1,25,20,0.0558194
actor_W1,Layer1,25,21,0.137804
actor_W1,Layer1,25,22,-0.113906
actor_W1,Layer1,25,23,-0.0198916
actor_W1,Layer1,25,24,0.0601629
actor_W1,Layer1,25,25,0.0335552
actor_W1,Layer1,25,26,0.154772
actor_W1,Layer1,25,27,-0.109017
actor_W1,Layer1,25,28,-0.0349181
actor_W1,Layer1,25,29,0.0136631
actor_W1,Layer1,25,30,0.0602246
actor_W1,Layer1,25,31,0.0569723
actor_W1,Layer1,25,32,-0.086481
actor_W1,Layer1,25,33,0.169287
actor_W1,Layer1,25,34,-0.158579
actor_W1,Layer1,25,35,-0.0244697
actor_W1,Layer1,26,0,0.126231
actor_W1,Layer1,26,1,0.134762
actor_W1,Layer1,26,2,0.115665
actor_W1,Layer1,26,3,0.0556844
actor_W1,Layer1,26,4,0.174434
actor_W1,Layer1,26,5,0.177955
actor_W1,Layer1,26,6,-0.0734404
actor_W1,Layer1,26,7,0.2326
actor_W1,Layer1,26,8,-0.159683
actor_W1,Layer1,26,9,0.134754
actor_W1,Layer1,26,10,-0.106763
actor_W1,Layer1,26,11,0.181056
actor_W1,Layer1,26,12,0.0386352
actor_W1,Layer1,26,13,-0.101119
actor_W1,Layer1,26,14,0.157963
actor_W1,Layer1,26,15,0.00488954
actor_W1,Layer1,26,16,0.161047
actor_W1,Layer1,26,17,-0.15057
actor_W1,Layer1,26,18,0.233426
actor_W1,Layer1,26,19,0.0977431
actor_W1,Layer1,26,20,-0.200215
actor_W1,Layer1,26,21,-0.148591
actor_W1,Layer1,26,22,0.143311
actor_W1,Layer1,26,23,-0.234078
actor_W1,Layer1,26,24,-0.131495
actor_W1,Layer1,26,25,-0.184508
actor_W1,Layer1,26,26,0.180769
actor_W1,Layer1,26,27,0.100588
actor_W1,Layer1,26,28,-0.241979
actor_W1,Layer1,26,29,0.23468
actor_W1,Layer1,26,30,0.197452
actor_W1,Layer1,26,31,0.130208
actor_W1,Layer1,26,32,-0.224186
actor_W1,Layer1,26,33,-0.157093
actor_W1,Layer1,26,34,0.240233
actor_W1,Layer1,26,35,0.0692847
actor_W1,Layer1,27,0,0.153709
actor_W1,Layer1,27,1,-0.153519
actor_W1,Layer1,27,2,-0.0392846
actor_W1,Layer1,27,3,0.240862
actor_W1,Layer1,27,4,-0.208154
actor_W1,Layer1,27,5,0.037827
actor_W1,Layer1,27,6,0.107507
actor_W1,Layer1,27,7,-0.18564
actor_W1,Layer1,27,8,-0.064498
actor_W1,Layer1,27,9,-0.214486
actor_W1,Layer1,27,10,-0.0507606
actor_W1,Layer1,27,11,0.168811
actor_W1,Layer1,27,12,0.00661032
actor_W1,Layer1,27,13,-0.210796
actor_W1,Layer1,27,14,-0.155421
actor_W1,Layer1,27,15,0.257187
actor_W1,Layer1,27,16,0.229408
actor_W1,Layer1,27,17,0.187789
actor_W1,Layer1,27,18,-0.0361317
actor_W1,Layer1,27,19,-0.123864
actor_W1,Layer1,27,20,0.0541674
actor_W1,Layer1,27,21,-0.0579625
actor_W1,Layer1,27,22,0.165041
actor_W1,Layer1,27,23,0.268892
actor_W1,Layer1,27,24,0.188341
actor_W1,Layer1,27,25,-0.19337
actor_W1,Layer1,27,26,-0.160965
actor_W1,Layer1,27,27,-0.0526523
actor_W1,Layer1,27,28,-0.217101
actor_W1,Layer1,27,29,0.0707726
actor_W1,Layer1,27,30,0.223224
actor_W1,Layer1,27,31,0.244164
actor_W1,Layer1,27,32,0.110329
actor_W1,Layer1,27,33,-0.00266091
actor_W1,Layer1,27,34,0.207186
actor_W1,Layer1,27,35,0.139806
actor_W1,Layer1,28,0,0.0617011
actor_W1,Layer1,28,1,0.202519
actor_W1,Layer1,28,2,-0.0753979
actor_W1,Layer1,28,3,-0.135751
actor_W1,Layer1,28,4,0.0767779
actor_W1,Layer1,28,5,0.0285046
actor_W1,Layer1,28,6,0.01272
actor_W1,Layer1,28,7,-0.0837345
actor_W1,Layer1,28,8,0.123831
actor_W1,Layer1,28,9,-0.117842
actor_W1,Layer1,28,10,-0.214959
actor_W1,Layer1,28,11,0.131784
actor_W1,Layer1,28,12,-0.212608
actor_W1,Layer1,28,13,-0.0418122
actor_W1,Layer1,28,14,0.116456
actor_W1,Layer1,28,15,-0.129999
actor_W1,Layer1,28,16,0.173468
actor_W1,Layer1,28,17,0.211054
actor_W1,Layer1,28,18,0.0212253
actor_W1,Layer1,28,19,0.226292
actor_W1,Layer1,28,20,-0.201613
actor_W1,Layer1,28,21,-0.0879613
actor_W1,Layer1,28,22,0.171391
actor_W1,Layer1,28,23,-0.242991
actor_W1,Layer1,28,24,0.154802
actor_W1,Layer1,28,25,-0.0137511
actor_W1,Layer1,28,26,-0.152561
actor_W1,Layer1,28,27,0.221103
actor_W1,Layer1,28,28,-0.0261677
actor_W1,Layer1,28,29,0.155106
actor_W1,Layer1,28,30,-0.179654
actor_W1,Layer1,28,31,0.202296
actor_W1,Layer1,28,32,-0.220324
actor_W1,Layer1,28,33,-0.09818
actor_W1,Layer1,28,34,-0.16506
actor_W1,Layer1,28,35,-0.107418
actor_W1,Layer1,29,0,0.115179
actor_W1,Layer1,29,1,-0.165193
actor_W1,Layer1,29,2,-0.149724
actor_W1,Layer1,29,3,-0.113245
actor_W1,Layer1,29,4,0.118641
actor_W1,Layer1,29,5,-0.0207058
actor_W1,Layer1,29,6,-0.0756678
actor_W1,Layer1,29,7,-0.017206
actor_W1,Layer1,29,8,-0.23294
actor_W1,Layer1,29,9,0.0341747
actor_W1,Layer1,29,10,0.161804
actor_W1,Layer1,29,11,-0.0327587
actor_W1,Layer1,29,12,0.0666332
actor_W1,Layer1,29,13,-0.173063
actor_W1,Layer1,29,14,0.0920077
actor_W1,Layer1,29,15,-0.150925
actor_W1,Layer1,29,16,0.232359
actor_W1,Layer1,29,17,0.219372
actor_W1,Layer1,29,18,0.223315
actor_W1,Layer1,29,19,-0.0929499
actor_W1,Layer1,29,20,0.129196
actor_W1,Layer1,29,21,0.154771
actor_W1,Layer1,29,22,0.0539289
actor_W1,Layer1,29,23,0.131273
actor_W1,Layer1,29,24,-0.204569
actor_W1,Layer1,29,25,0.137016
actor_W1,Layer1,29,26,-0.194011
actor_W1,Layer1,29,27,-0.166384
actor_W1,Layer1,29,28,0.136015
