Category,Layer,Index1,Index2,Value
actor_W1,Layer1,48,13,0.234596
actor_W1,Layer1,48,14,0.0742544
actor_W1,Layer1,48,15,0.0822532
actor_W1,Layer1,48,16,0.145748
actor_W1,Layer1,48,17,0.221223
actor_W1,Layer1,48,18,0.105226
actor_W1,Layer1,48,19,-0.00527522
actor_W1,Layer1,48,20,-0.196082
actor_W1,Layer1,48,21,0.244636
actor_W1,Layer1,48,22,0.161022
actor_W1,Layer1,48,23,0.167382
actor_W1,Layer1,48,24,-0.140524
actor_W1,Layer1,48,25,0.128089
actor_W1,Layer1,48,26,-0.0395015
actor_W1,Layer1,48,27,-0.019672
actor_W1,Layer1,48,28,0.112588
actor_W1,Layer1,48,29,-0.157348
actor_W1,Layer1,48,30,0.204194
actor_W1,Layer1,48,31,0.117178
actor_W1,Layer1,48,32,-0.241991
actor_W1,Layer1,48,33,-0.0360544
actor_W1,Layer1,48,34,-0.194501
actor_W1,Layer1,48,35,-0.142146
actor_W1,Layer1,49,0,-0.05689
actor_W1,Layer1,49,1,0.153276
actor_W1,Layer1,49,2,0.151978
actor_W1,Layer1,49,3,0.134303
actor_W1,Layer1,49,4,-0.0372814
actor_W1,Layer1,49,5,0.0265532
actor_W1,Layer1,49,6,-0.222546
actor_W1,Layer1,49,7,-0.0168511
actor_W1,Layer1,49,8,0.0388602
actor_W1,Layer1,49,9,0.084708
actor_W1,Layer1,49,10,0.14258
actor_W1,Layer1,49,11,0.0891483
actor_W1,Layer1,49,12,0.164792
actor_W1,Layer1,49,13,0.154465
actor_W1,Layer1,49,14,-0.00997053
actor_W1,Layer1,49,15,-0.188618
actor_W1,Layer1,49,16,0.147516
actor_W1,Layer1,49,17,-0.166473
actor_W1,Layer1,49,18,0.2276
actor_W1,Layer1,49,19,0.0996482
actor_W1,Layer1,49,20,0.112827
actor_W1,Layer1,49,21,-0.220187
actor_W1,Layer1,49,22,-0.0900487
actor_W1,Layer1,49,23,-0.135455
actor_W1,Layer1,49,24,0.0285057
actor_W1,Layer1,49,25,0.210027
actor_W1,Layer1,49,26,0.250367
actor_W1,Layer1,49,27,0.176392
actor_W1,Layer1,49,28,-0.145363
actor_W1,Layer1,49,29,-0.190705
actor_W1,Layer1,49,30,-0.156898
actor_W1,Layer1,49,31,0.136673
actor_W1,Layer1,49,32,0.0977438
actor_W1,Layer1,49,33,0.149914
actor_W1,Layer1,49,34,-0.244232
actor_W1,Layer1,49,35,-0.0492268
actor_W1,Layer1,50,0,0.082452
actor_W1,Layer1,50,1,0.0385135
actor_W1,Layer1,50,2,-0.0296547
actor_W1,Layer1,50,3,-0.132543
actor_W1,Layer1,50,4,-0.112369
actor_W1,Layer1,50,5,0.0253242
actor_W1,Layer1,50,6,0.0701278
actor_W1,Layer1,50,7,-0.00165796
actor_W1,Layer1,50,8,0.0646139
actor_W1,Layer1,50,9,-0.180372
actor_W1,Layer1,50,10,-0.176604
actor_W1,Layer1,50,11,-0.153006
actor_W1,Layer1,50,12,-0.0372077
actor_W1,Layer1,50,13,0.180561
actor_W1,Layer1,50,14,-0.0696796
actor_W1,Layer1,50,15,0.126573
actor_W1,Layer1,50,16,0.0439004
actor_W1,Layer1,50,17,-0.132591
actor_W1,Layer1,50,18,0.0228768
actor_W1,Layer1,50,19,-0.0113582
actor_W1,Layer1,50,20,0.0896515
actor_W1,Layer1,50,21,-0.202758
actor_W1,Layer1,50,22,-0.0677717
actor_W1,Layer1,50,23,0.229844
actor_W1,Layer1,50,24,-0.0891656
actor_W1,Layer1,50,25,0.191065
actor_W1,Layer1,50,26,0.0194109
actor_W1,Layer1,50,27,-0.153643
actor_W1,Layer1,50,28,-0.160619
actor_W1,Layer1,50,29,0.164036
actor_W1,Layer1,50,30,0.124809
actor_W1,Layer1,50,31,-0.182465
actor_W1,Layer1,50,32,-0.00729472
actor_W1,Layer1,50,33,-0.251331
actor_W1,Layer1,50,34,0.0445922
actor_W1,Layer1,50,35,0.237492
actor_W1,Layer1,51,0,-0.0798389
actor_W1,Layer1,51,1,-0.033651
actor_W1,Layer1,51,2,-0.151265
actor_W1,Layer1,51,3,-0.139365
actor_W1,Layer1,51,4,-0.0194105
actor_W1,Layer1,51,5,0.225864
actor_W1,Layer1,51,6,-0.0512386
actor_W1,Layer1,51,7,0.193857
actor_W1,Layer1,51,8,0.231666
actor_W1,Layer1,51,9,0.154857
actor_W1,Layer1,51,10,0.129845
actor_W1,Layer1,51,11,-0.0448551
actor_W1,Layer1,51,12,-0.0527265
actor_W1,Layer1,51,13,0.178368
actor_W1,Layer1,51,14,0.250711
actor_W1,Layer1,51,15,-0.130408
actor_W1,Layer1,51,16,-0.040873
actor_W1,Layer1,51,17,0.0186829
actor_W1,Layer1,51,18,0.0301289
actor_W1,Layer1,51,19,-0.197224
actor_W1,Layer1,51,20,-0.132448
actor_W1,Layer1,51,21,0.253253
actor_W1,Layer1,51,22,0.199207
actor_W1,Layer1,51,23,0.123131
actor_W1,Layer1,51,24,0.0777725
actor_W1,Layer1,51,25,-0.0377445
actor_W1,Layer1,51,26,0.191794
actor_W1,Layer1,51,27,0.245285
actor_W1,Layer1,51,28,-0.103713
actor_W1,Layer1,51,29,0.0267191
actor_W1,Layer1,51,30,0.147122
actor_W1,Layer1,51,31,0.0675357
actor_W1,Layer1,51,32,0.189958
actor_W1,Layer1,51,33,-0.0272394
actor_W1,Layer1,51,34,0.198965
actor_W1,Layer1,51,35,-0.305084
actor_W1,Layer1,52,0,-0.0340441
actor_W1,Layer1,52,1,-0.0130757
actor_W1,Layer1,52,2,0.00361372
actor_W1,Layer1,52,3,0.107766
actor_W1,Layer1,52,4,0.0708168
actor_W1,Layer1,52,5,-0.0530997
actor_W1,Layer1,52,6,0.128154
actor_W1,Layer1,52,7,-0.197078
actor_W1,Layer1,52,8,-0.100642
actor_W1,Layer1,52,9,0.0188399
actor_W1,Layer1,52,10,-0.216436
actor_W1,Layer1,52,11,0.126966
actor_W1,Layer1,52,12,-0.185384
actor_W1,Layer1,52,13,-0.102937
actor_W1,Layer1,52,14,-0.211713
actor_W1,Layer1,52,15,0.00474461
actor_W1,Layer1,52,16,0.142578
actor_W1,Layer1,52,17,-0.291989
actor_W1,Layer1,52,18,-0.283749
actor_W1,Layer1,52,19,0.0595912
actor_W1,Layer1,52,20,0.0508922
actor_W1,Layer1,52,21,0.0295995
actor_W1,Layer1,52,22,0.0283265
actor_W1,Layer1,52,23,0.0824321
actor_W1,Layer1,52,24,0.00100875
actor_W1,Layer1,52,25,-0.288569
actor_W1,Layer1,52,26,-0.105993
actor_W1,Layer1,52,27,-0.0515033
actor_W1,Layer1,52,28,0.0402014
actor_W1,Layer1,52,29,-0.0360068
actor_W1,Layer1,52,30,0.0724177
actor_W1,Layer1,52,31,-0.260024
actor_W1,Layer1,52,32,0.139658
actor_W1,Layer1,52,33,-0.016771
actor_W1,Layer1,52,34,-0.164704
actor_W1,Layer1,52,35,-0.0908742
actor_W1,Layer1,53,0,-0.0506247
actor_W1,Layer1,53,1,0.324092
actor_W1,Layer1,53,2,0.299174
actor_W1,Layer1,53,3,-0.0160067
actor_W1,Layer1,53,4,0.11983
actor_W1,Layer1,53,5,-0.0156445
actor_W1,Layer1,53,6,0.259315
actor_W1,Layer1,53,7,0.213848
actor_W1,Layer1,53,8,0.132807
actor_W1,Layer1,53,9,-0.101459
actor_W1,Layer1,53,10,-0.100791
actor_W1,Layer1,53,11,0.191146
actor_W1,Layer1,53,12,0.270061
actor_W1,Layer1,53,13,0.0975516
actor_W1,Layer1,53,14,0.320188
actor_W1,Layer1,53,15,-0.0264814
actor_W1,Layer1,53,16,0.10684
actor_W1,Layer1,53,17,-0.121906
actor_W1,Layer1,53,18,-0.0190584
actor_W1,Layer1,53,19,-0.131864
actor_W1,Layer1,53,20,0.107909
actor_W1,Layer1,53,21,0.0345469
actor_W1,Layer1,53,22,-0.132223
actor_W1,Layer1,53,23,0.206725
actor_W1,Layer1,53,24,0.19705
actor_W1,Layer1,53,25,0.00780896
actor_W1,Layer1,53,26,0.0929031
actor_W1,Layer1,53,27,-0.0289474
actor_W1,Layer1,53,28,0.322628
actor_W1,Layer1,53,29,0.0297209
actor_W1,Layer1,53,30,0.289462
actor_W1,Layer1,53,31,-0.159362
actor_W1,Layer1,53,32,0.151787
actor_W1,Layer1,53,33,0.302076
actor_W1,Layer1,53,34,0.142389
actor_W1,Layer1,53,35,-0.0261914
actor_W1,Layer1,54,0,-0.119294
actor_W1,Layer1,54,1,-0.0646734
actor_W1,Layer1,54,2,-0.125226
actor_W1,Layer1,54,3,0.159049
actor_W1,Layer1,54,4,-0.0651115
actor_W1,Layer1,54,5,-0.13496
actor_W1,Layer1,54,6,-0.0365018
actor_W1,Layer1,54,7,0.030474
actor_W1,Layer1,54,8,-0.0605849
actor_W1,Layer1,54,9,-0.169265
actor_W1,Layer1,54,10,-0.0882849
actor_W1,Layer1,54,11,-0.216843
actor_W1,Layer1,54,12,0.212798
actor_W1,Layer1,54,13,0.0602388
actor_W1,Layer1,54,14,0.175728
actor_W1,Layer1,54,15,0.123684
actor_W1,Layer1,54,16,0.217525
actor_W1,Layer1,54,17,0.0168476
actor_W1,Layer1,54,18,-0.0695717
actor_W1,Layer1,54,19,-0.136988
actor_W1,Layer1,54,20,-0.188813
actor_W1,Layer1,54,21,0.0941414
actor_W1,Layer1,54,22,-0.128875
actor_W1,Layer1,54,23,0.0676707
actor_W1,Layer1,54,24,0.0229556
actor_W1,Layer1,54,25,0.199668
actor_W1,Layer1,54,26,-0.167407
actor_W1,Layer1,54,27,0.234142
actor_W1,Layer1,54,28,-0.0956867
actor_W1,Layer1,54,29,0.0473655
actor_W1,Layer1,54,30,-0.172837
actor_W1,Layer1,54,31,0.132869
actor_W1,Layer1,54,32,0.21142
actor_W1,Layer1,54,33,0.0643835
actor_W1,Layer1,54,34,0.00837386
actor_W1,Layer1,54,35,0.118504
actor_W1,Layer1,55,0,0.191688
actor_W1,Layer1,55,1,-0.239704
actor_W1,Layer1,55,2,-0.113317
actor_W1,Layer1,55,3,-0.0882268
actor_W1,Layer1,55,4,0.145751
actor_W1,Layer1,55,5,-0.0689209
actor_W1,Layer1,55,6,0.150361
actor_W1,Layer1,55,7,0.0835253
actor_W1,Layer1,55,8,-0.087194
actor_W1,Layer1,55,9,-0.17667
actor_W1,Layer1,55,10,0.165251
actor_W1,Layer1,55,11,-0.23907
actor_W1,Layer1,55,12,0.0265011
actor_W1,Layer1,55,13,-0.0295872
actor_W1,Layer1,55,14,0.0014972
actor_W1,Layer1,55,15,0.0257364
actor_W1,Layer1,55,16,-0.197121
actor_W1,Layer1,55,17,-0.222692
actor_W1,Layer1,55,18,-0.122414
actor_W1,Layer1,55,19,-0.143622
actor_W1,Layer1,55,20,-0.250712
actor_W1,Layer1,55,21,-0.0645034
actor_W1,Layer1,55,22,0.183519
actor_W1,Layer1,55,23,0.0228878
actor_W1,Layer1,55,24,-0.184076
actor_W1,Layer1,55,25,-0.0161159
actor_W1,Layer1,55,26,0.172109
actor_W1,Layer1,55,27,-0.06282
actor_W1,Layer1,55,28,0.0075025
actor_W1,Layer1,55,29,-0.129515
actor_W1,Layer1,55,30,-0.0295642
actor_W1,Layer1,55,31,-0.103411
actor_W1,Layer1,55,32,0.170965
actor_W1,Layer1,55,33,0.078389
actor_W1,Layer1,55,34,-0.0124289
actor_W1,Layer1,55,35,-0.281931
actor_W1,Layer1,56,0,-0.0625428
actor_W1,Layer1,56,1,-0.087184
actor_W1,Layer1,56,2,-0.205002
actor_W1,Layer1,56,3,-0.0327737
actor_W1,Layer1,56,4,-0.0845558
actor_W1,Layer1,56,5,0.214171
actor_W1,Layer1,56,6,-0.229421
actor_W1,Layer1,56,7,-0.0325605
actor_W1,Layer1,56,8,-0.177797
actor_W1,Layer1,56,9,-0.0469517
actor_W1,Layer1,56,10,-0.149932
actor_W1,Layer1,56,11,0.115714
actor_W1,Layer1,56,12,-0.0195067
actor_W1,Layer1,56,13,-0.102965
actor_W1,Layer1,56,14,0.0953623
actor_W1,Layer1,56,15,0.23351
actor_W1,Layer1,56,16,0.0010626
actor_W1,Layer1,56,17,-0.16435
actor_W1,Layer1,56,18,-0.151763
actor_W1,Layer1,56,19,0.238094
actor_W1,Layer1,56,20,0.119174
actor_W1,Layer1,56,21,0.0765679
actor_W1,Layer1,56,22,0.234246
actor_W1,Layer1,56,23,0.0957789
actor_W1,Layer1,56,24,-0.0663357
actor_W1,Layer1,56,25,-0.165323
actor_W1,Layer1,56,26,0.19492
actor_W1,Layer1,56,27,-0.154755
actor_W1,Layer1,56,28,0.0537539
actor_W1,Layer1,56,29,-0.104829
actor_W1,Layer1,56,30,-0.243708
actor_W1,Layer1,56,31,0.129
actor_W1,Layer1,56,32,-0.211009
actor_W1,Layer1,56,33,-0.15145
actor_W1,Layer1,56,34,0.0893772
actor_W1,Layer1,56,35,0.0056318
actor_W1,Layer1,57,0,0.130862
actor_W1,Layer1,57,1,0.0328904
actor_W1,Layer1,57,2,0.0750062
actor_W1,Layer1,57,3,-0.219524
actor_W1,Layer1,57,4,-0.224716
actor_W1,Layer1,57,5,0.0741365
actor_W1,Layer1,57,6,0.0154127
actor_W1,Layer1,57,7,0.192156
actor_W1,Layer1,57,8,0.199636
actor_W1,Layer1,57,9,-0.138247
actor_W1,Layer1,57,10,0.0158835
actor_W1,Layer1,57,11,-0.192407
actor_W1,Layer1,57,12,-0.0209121
actor_W1,Layer1,57,13,-0.249769
actor_W1,Layer1,57,14,-0.275578
actor_W1,Layer1,57,15,-0.165976
actor_W1,Layer1,57,16,-0.222275
actor_W1,Layer1,57,17,-0.201289
actor_W1,Layer1,57,18,-0.272309
actor_W1,Layer1,57,19,-0.0987953
actor_W1,Layer1,57,20,0.188713
actor_W1,Layer1,57,21,0.000937185
actor_W1,Layer1,57,22,0.0932649
actor_W1,Layer1,57,23,-0.268991
actor_W1,Layer1,57,24,0.18258
actor_W1,Layer1,57,25,-0.213769
actor_W1,Layer1,57,26,-0.128348
actor_W1,Layer1,57,27,-0.091592
actor_W1,Layer1,57,28,0.0237912
actor_W1,Layer1,57,29,0.0821875
actor_W1,Layer1,57,30,0.154645
actor_W1,Layer1,57,31,-0.221921
actor_W1,Layer1,57,32,0.118041
actor_W1,Layer1,57,33,0.225634
actor_W1,Layer1,57,34,0.122216
actor_W1,Layer1,57,35,-0.113008
actor_W1,Layer1,58,0,-0.259479
actor_W1,Layer1,58,1,-0.0141126
actor_W1,Layer1,58,2,0.160909
actor_W1,Layer1,58,3,0.0395566
actor_W1,Layer1,58,4,0.0674161
actor_W1,Layer1,58,5,0.00724495
actor_W1,Layer1,58,6,-0.137625
actor_W1,Layer1,58,7,0.206848
actor_W1,Layer1,58,8,-0.0596048
actor_W1,Layer1,58,9,-0.086699
actor_W1,Layer1,58,10,-0.0369556
actor_W1,Layer1,58,11,-0.104894
actor_W1,Layer1,58,12,-0.170154
actor_W1,Layer1,58,13,-0.210269
actor_W1,Layer1,58,14,-0.247398
actor_W1,Layer1,58,15,-0.132933
actor_W1,Layer1,58,16,0.0539565
actor_W1,Layer1,58,17,0.0864963
actor_W1,Layer1,58,18,-0.214404
actor_W1,Layer1,58,19,0.135111
actor_W1,Layer1,58,20,-0.148386
actor_W1,Layer1,58,21,-0.000870744
actor_W1,Layer1,58,22,-0.272141
actor_W1,Layer1,58,23,-0.240033
actor_W1,Layer1,58,24,-0.207073
actor_W1,Layer1,58,25,0.160058
actor_W1,Layer1,58,26,0.183237
actor_W1,Layer1,58,27,-0.250058
actor_W1,Layer1,58,28,0.146395
actor_W1,Layer1,58,29,-0.00954034
actor_W1,Layer1,58,30,0.206761
actor_W1,Layer1,58,31,-0.106349
actor_W1,Layer1,58,32,0.168418
actor_W1,Layer1,58,33,0.312793
actor_W1,Layer1,58,34,0.106267
actor_W1,Layer1,58,35,0.204888
actor_W1,Layer1,59,0,-0.0185062
actor_W1,Layer1,59,1,-0.0737939
actor_W1,Layer1,59,2,0.236813
actor_W1,Layer1,59,3,0.133344
actor_W1,Layer1,59,4,-0.148637
actor_W1,Layer1,59,5,-0.210279
actor_W1,Layer1,59,6,-0.00450202
actor_W1,Layer1,59,7,-0.233925
actor_W1,Layer1,59,8,-0.238276
actor_W1,Layer1,59,9,0.00950313
actor_W1,Layer1,59,10,0.193454
actor_W1,Layer1,59,11,0.229329
actor_W1,Layer1,59,12,-0.065213
actor_W1,Layer1,59,13,-0.21465
actor_W1,Layer1,59,14,0.187741
actor_W1,Layer1,59,15,0.104521
actor_W1,Layer1,59,16,0.248011
actor_W1,Layer1,59,17,0.21016
actor_W1,Layer1,59,18,0.0967291
actor_W1,Layer1,59,19,0.244577
actor_W1,Layer1,59,20,0.240057
actor_W1,Layer1,59,21,0.00221378
actor_W1,Layer1,59,22,-0.0111054
actor_W1,Layer1,59,23,-0.142067
actor_W1,Layer1,59,24,-0.0930436
actor_W1,Layer1,59,25,0.0410212
actor_W1,Layer1,59,26,-0.117855
actor_W1,Layer1,59,27,-0.19445
actor_W1,Layer1,59,28,0.187679
actor_W1,Layer1,59,29,0.207288
actor_W1,Layer1,59,30,-0.0607712
actor_W1,Layer1,59,31,-0.0798476
actor_W1,Layer1,59,32,0.107577
actor_W1,Layer1,59,33,-0.232293
actor_W1,Layer1,59,34,-0.176686
actor_W1,Layer1,59,35,0.12916
actor_W1,Layer1,60,0,0.0401879
actor_W1,Layer1,60,1,-0.185034
actor_W1,Layer1,60,2,-0.0396511
actor_W1,Layer1,60,3,-0.0300255
actor_W1,Layer1,60,4,-0.139377
actor_W1,Layer1,60,5,-0.166604
actor_W1,Layer1,60,6,0.07476
actor_W1,Layer1,60,7,-0.0857506
actor_W1,Layer1,60,8,-0.154565
actor_W1,Layer1,60,9,-0.121188
actor_W1,Layer1,60,10,-0.0501551
actor_W1,Layer1,60,11,0.0382595
actor_W1,Layer1,60,12,0.00787168
actor_W1,Layer1,60,13,-0.239212
actor_W1,Layer1,60,14,-0.0951274
actor_W1,Layer1,60,15,0.125217
actor_W1,Layer1,60,16,0.21513
actor_W1,Layer1,60,17,0.00776829
actor_W1,Layer1,60,18,-0.0947164
actor_W1,Layer1,60,19,0.0581192
actor_W1,Layer1,60,20,-0.113145
actor_W1,Layer1,60,21,-0.19973
actor_W1,Layer1,60,22,0.0543231
actor_W1,Layer1,60,23,0.134193
actor_W1,Layer1,60,24,-0.0975987
actor_W1,Layer1,60,25,-0.241134
actor_W1,Layer1,60,26,-0.231511
actor_W1,Layer1,60,27,0.0333788
actor_W1,Layer1,60,28,0.0747023
actor_W1,Layer1,60,29,-0.145683
actor_W1,Layer1,60,30,0.049672
actor_W1,Layer1,60,31,-0.119579
actor_W1,Layer1,60,32,-0.246748
actor_W1,Layer1,60,33,0.0576897
actor_W1,Layer1,60,34,0.222565
actor_W1,Layer1,60,35,-0.218173
actor_W1,Layer1,61,0,-0.26675
actor_W1,Layer1,61,1,-0.115718
actor_W1,Layer1,61,2,0.019262
actor_W1,Layer1,61,3,-0.0528209
actor_W1,Layer1,61,4,0.0289078
actor_W1,Layer1,61,5,-0.237996
actor_W1,Layer1,61,6,0.020159
actor_W1,Layer1,61,7,0.151128
actor_W1,Layer1,61,8,-0.155098
actor_W1,Layer1,61,9,-0.202043
actor_W1,Layer1,61,10,0.126044
actor_W1,Layer1,61,11,0.0154742
actor_W1,Layer1,61,12,0.0988453
actor_W1,Layer1,61,13,-0.134284
actor_W1,Layer1,61,14,0.145877
actor_W1,Layer1,61,15,0.0171277
actor_W1,Layer1,61,16,-0.204306
actor_W1,Layer1,61,17,-0.044758
actor_W1,Layer1,61,18,0.185751
actor_W1,Layer1,61,19,-0.0564985
actor_W1,Layer1,61,20,-0.209161
actor_W1,Layer1,61,21,0.137351
actor_W1,Layer1,61,22,0.105944
actor_W1,Layer1,61,23,0.0995496
actor_W1,Layer1,61,24,-0.291046
actor_W1,Layer1,61,25,-0.15927
actor_W1,Layer1,61,26,-0.022477
actor_W1,Layer1,61,27,-0.267503
actor_W1,Layer1,61,28,-0.200318
actor_W1,Layer1,61,29,-0.0145242
actor_W1,Layer1,61,30,0.0739694
actor_W1,Layer1,61,31,-0.146171
actor_W1,Layer1,61,32,-0.0660853
actor_W1,Layer1,61,33,-0.0494663
actor_W1,Layer1,61,34,-0.029567
actor_W1,Layer1,61,35,0.157015
actor_W1,Layer1,62,0,0.0783487
actor_W1,Layer1,62,1,-0.0965716
actor_W1,Layer1,62,2,0.0474025
actor_W1,Layer1,62,3,-0.127729
actor_W1,Layer1,62,4,-0.182523
actor_W1,Layer1,62,5,-0.161815
actor_W1,Layer1,62,6,0.171469
actor_W1,Layer1,62,7,0.0381838
actor_W1,Layer1,62,8,0.217749
actor_W1,Layer1,62,9,-0.0487412
actor_W1,Layer1,62,10,-0.0428143
actor_W1,Layer1,62,11,-0.100494
actor_W1,Layer1,62,12,-0.176848
actor_W1,Layer1,62,13,-0.0189957
actor_W1,Layer1,62,14,-0.225418
actor_W1,Layer1,62,15,-0.0839841
actor_W1,Layer1,62,16,-0.216842
actor_W1,Layer1,62,17,-0.0833858
actor_W1,Layer1,62,18,-0.143778
actor_W1,Layer1,62,19,-0.159555
actor_W1,Layer1,62,20,-0.212252
actor_W1,Layer1,62,21,0.0742376
actor_W1,Layer1,62,22,0.106101
actor_W1,Layer1,62,23,0.0782221
actor_W1,Layer1,62,24,0.0291777
actor_W1,Layer1,62,25,0.244835
actor_W1,Layer1,62,26,-0.217911
actor_W1,Layer1,62,27,0.16467
actor_W1,Layer1,62,28,-0.0809736
actor_W1,Layer1,62,29,-0.0422347
actor_W1,Layer1,62,30,0.0275109
actor_W1,Layer1,62,31,0.206155
actor_W1,Layer1,62,32,-0.0713197
actor_W1,Layer1,62,33,0.0181867
actor_W1,Layer1,62,34,0.0258558
actor_W1,Layer1,62,35,0.150153
actor_W1,Layer1,63,0,0.198518
actor_W1,Layer1,63,1,-0.0856681
actor_W1,Layer1,63,2,-0.0532766
actor_W1,Layer1,63,3,-0.0486467
actor_W1,Layer1,63,4,0.182109
actor_W1,Layer1,63,5,0.00612313
actor_W1,Layer1,63,6,0.118013
actor_W1,Layer1,63,7,0.20323
actor_W1,Layer1,63,8,0.15269
actor_W1,Layer1,63,9,0.0549787
actor_W1,Layer1,63,10,-0.058402
actor_W1,Layer1,63,11,0.0821049
actor_W1,Layer1,63,12,0.0940667
actor_W1,Layer1,63,13,-0.158991
actor_W1,Layer1,63,14,-0.198237
actor_W1,Layer1,63,15,0.189984
actor_W1,Layer1,63,16,0.0951293
actor_W1,Layer1,63,17,0.00890022
actor_W1,Layer1,63,18,-0.243138
actor_W1,Layer1,63,19,-0.099089
actor_W1,Layer1,63,20,0.150238
actor_W1,Layer1,63,21,0.18969
actor_W1,Layer1,63,22,-0.0826313
actor_W1,Layer1,63,23,-0.233925
actor_W1,Layer1,63,24,-0.143001
actor_W1,Layer1,63,25,-0.148905
actor_W1,Layer1,63,26,0.0860143
actor_W1,Layer1,63,27,0.0767867
actor_W1,Layer1,63,28,-0.122547
actor_W1,Layer1,63,29,-0.00104567
actor_W1,Layer1,63,30,0.0651631
actor_W1,Layer1,63,31,-0.105474
actor_W1,Layer1,63,32,0.0406291
actor_W1,Layer1,63,33,-0.259458
actor_W1,Layer1,63,34,0.154027
actor_W1,Layer1,63,35,-0.0406743
actor_b1,Layer1,0,,-0.0415632
actor_b1,Layer1,1,,-0.120465
actor_b1,Layer1,2,,-0.079517
actor_b1,Layer1,3,,0.1421
actor_b1,Layer1,4,,-0.114754
actor_b1,Layer1,5,,-0.180244
actor_b1,Layer1,6,,-0.276554
actor_b1,Layer1,7,,0.149672
actor_b1,Layer1,8,,0.0731378
actor_b1,Layer1,9,,-0.226178
actor_b1,Layer1,10,,-0.171745
actor_b1,Layer1,11,,0.0195276
actor_b1,Layer1,12,,0.078028
actor_b1,Layer1,13,,-0.258835
actor_b1,Layer1,14,,-0.0187304
actor_b1,Layer1,15,,-0.0365621
actor_b1,Layer1,16,,0.112429
actor_b1,Layer1,17,,0.173423
actor_b1,Layer1,18,,0.227265
actor_b1,Layer1,19,,-0.0501256
actor_b1,Layer1,20,,0.0767684
actor_b1,Layer1,21,,-0.242763
actor_b1,Layer1,22,,-0.147279
actor_b1,Layer1,23,,-0.0480468
actor_b1,Layer1,24,,0.0948828
actor_b1,Layer1,25,,0.140997
actor_b1,Layer1,26,,0.0447311
actor_b1,Layer1,27,,0.188631
actor_b1,Layer1,28,,0.0313808
actor_b1,Layer1,29,,0.237579
actor_b1,Layer1,30,,-0.0769161
actor_b1,Layer1,31,,0.220112
actor_b1,Layer1,32,,0.234017
actor_b1,Layer1,33,,-0.0904837
actor_b1,Layer1,34,,0.146818
actor_b1,Layer1,35,,-0.138712
actor_b1,Layer1,36,,-0.234686
actor_b1,Layer1,37,,0.0602101
actor_b1,Layer1,38,,-0.0644636
actor_b1,Layer1,39,,-0.177559
actor_b1,Layer1,40,,0.0437761
actor_b1,Layer1,41,,0.0765788
actor_b1,Layer1,42,,0.0160057
actor_b1,Layer1,43,,-0.217756
actor_b1,Layer1,44,,-0.224683
actor_b1,Layer1,45,,0.225716
actor_b1,Layer1,46,,0.201227
actor_b1,Layer1,47,,0.0153141
actor_b1,Layer1,48,,0.112676
actor_b1,Layer1,49,,-0.00730764
actor_b1,Layer1,50,,0.0381344
actor_b1,Layer1,51,,0.177329
actor_b1,Layer1,52,,0.0893911
actor_b1,Layer1,53,,0.131846
actor_b1,Layer1,54,,-0.0762901
actor_b1,Layer1,55,,-0.068972
actor_b1,Layer1,56,,-0.186238
actor_b1,Layer1,57,,0.124978
actor_b1,Layer1,58,,-0.219902
actor_b1,Layer1,59,,0.213654
actor_b1,Layer1,60,,0.00201006
actor_b1,Layer1,61,,-0.20064
actor_b1,Layer1,62,,0.107431
actor_b1,Layer1,63,,-0.242527
actor_W2,Layer2,0,0,0.128561
actor_W2,Layer2,0,1,0.279688
actor_W2,Layer2,0,2,0.326355
actor_W2,Layer2,0,3,0.150671
actor_W2,Layer2,0,4,-0.121056
actor_W2,Layer2,0,5,0.217572
actor_W2,Layer2,0,6,0.10561
actor_W2,Layer2,0,7,0.298487
actor_W2,Layer2,0,8,0.261601
actor_W2,Layer2,0,9,-0.119732
actor_W2,Layer2,0,10,-0.162879
actor_W2,Layer2,0,11,0.118866
actor_W2,Layer2,0,12,0.0439754
actor_W2,Layer2,0,13,-0.244878
actor_W2,Layer2,0,14,0.138194
actor_W2,Layer2,0,15,-0.146691
actor_W2,Layer2,0,16,0.068021
actor_W2,Layer2,0,17,-0.0827417
actor_W2,Layer2,0,18,0.0660988
actor_W2,Layer2,0,19,0.0222842
actor_W2,Layer2,0,20,0.26739
actor_W2,Layer2,0,21,0.0221307
actor_W2,Layer2,0,22,-0.17963
actor_W2,Layer2,0,23,-0.077583
actor_W2,Layer2,0,24,0.113546
actor_W2,Layer2,0,25,-0.121753
actor_W2,Layer2,0,26,-0.260484
actor_W2,Layer2,0,27,-0.0699714
actor_W2,Layer2,0,28,0.070273
actor_W2,Layer2,0,29,0.0308128
actor_W2,Layer2,0,30,-0.134822
actor_W2,Layer2,0,31,0.0797498
actor_W2,Layer2,0,32,0.133301
actor_W2,Layer2,0,33,0.107831
actor_W2,Layer2,0,34,0.319902
actor_W2,Layer2,0,35,0.157075
actor_W2,Layer2,0,36,0.0525751
actor_W2,Layer2,0,37,0.0671935
actor_W2,Layer2,0,38,0.269127
actor_W2,Layer2,0,39,0.0321388
actor_W2,Layer2,0,40,0.0413458
actor_W2,Layer2,0,41,0.125844
actor_W2,Layer2,0,42,0.105646
actor_W2,Layer2,0,43,-0.159142
actor_W2,Layer2,0,44,0.0296969
actor_W2,Layer2,0,45,0.0678557
